mu,loss_pk,val_loss_pk,loss_linear,val_loss_linear,loss_bilinear,val_loss_bilinear
mu_0,3.417578074396727e-09,2.5074516244839558e-08,1.1216483903633716e-08,1.680183860505621e-08,3.0468177025195086e-07,9.849268434254656e-10
