loss_pk,val_loss_pk,loss_linear,val_loss_linear,loss_bilinear,val_loss_bilinear
3.3660666303425907e-09,3.706601768696184e-09,9.518091232876197e-07,8.9062772267133e-07,7.421254139812301e-07,7.16569113628556e-07
