loss_pk,val_loss_pk,loss_linear,val_loss_linear,loss_bilinear,val_loss_bilinear
3.246851734079731e-09,3.2337394171507403e-09,2.4722805596510697e-07,2.0585101519076011e-07,3.996650401302061e-09,9.439802360784772e-10
