loss_pk,val_loss_pk,loss_linear,val_loss_linear,loss_bilinear,val_loss_bilinear
6.777369989324303e-08,6.994091443420347e-08,1.8587761951106763e-06,1.8632297704473427e-06,1.5322549088667398e-06,1.5175103108953136e-06
